ID_CLIENT,ID_SHOP,SEX,MARITAL_STATUS,AGE,QUANT_DEPENDANTS,EDUCATION,FLAG_RESIDENCIAL_PHONE,AREA_CODE_RESIDENCIAL_PHONE,PAYMENT_DAY,SHOP_RANK,RESIDENCE_TYPE,MONTHS_IN_RESIDENCE,FLAG_MOTHERS_NAME,FLAG_FATHERS_NAME,FLAG_RESIDENCE_TOWN=WORKING_TOWN,FLAG_RESIDENCE_STATE=WORKING_STATE,MONTHS_IN_THE_JOB,PROFESSION_CODE,MATE_INCOME,FLAG_RESIDENCIAL_ADDRESS=POSTAL_ADDRESS,FLAG_OTHER_CARD,QUANT_BANKING_ACCOUNTS,PERSONAL_REFERENCE_#1,PERSONAL_REFERENCE_#2,FLAG_MOBILE_PHONE,FLAG_CONTACT_PHONE,PERSONAL_NET_INCOME,COD_APPLICATION_BOOTH,QUANT_ADDITIONAL_CARDS_IN_THE_APPLICATION,FLAG_CARD_INSURANCE_OPTION,TARGET_LABEL_BAD=1
5433,10,F,V,56,0,,N,31,12,0,P,360,Y,Y,Y,Y,60,39,0,Y,N,0,IRACI,GLORIA SOARES,N,N,215,0,0,N,0
5434,25,M,C,35,0,,Y,31,12,0,A,36,Y,Y,Y,Y,84,38,0,Y,N,0,JAIR,,N,N,1075,0,0,N,1
5435,15,F,S,21,0,,Y,31,12,0,P,48,Y,Y,Y,Y,36,40,0,Y,N,0,SUELI,MARLENE,N,N,332,0,0,N,0
5436,55,M,C,28,0,,Y,31,25,0,P,84,Y,N,N,Y,0,43,0,Y,N,0,NETE (AMIGA),NILZA (AMIGA),N,N,400,0,0,N,0
5437,19,M,C,53,0,,Y,31,12,0,P,384,Y,Y,N,Y,0,13,0,Y,N,0,ELIANE RANGEL,ANTONIO SALES,N,N,512,0,2,N,0
5438,12,F,S,48,0,,Y,31,18,0,P,564,Y,Y,N,Y,0,719,0,Y,N,0,SELMA,VERA LUCIA MACEDO,N,N,800,0,0,N,0
5439,15,F,C,32,0,,N,31,28,0,A,36,Y,Y,Y,Y,72,713,0,Y,N,0,DIVA,RENATO,N,N,704,0,0,N,0
5441,11,F,O,19,0,,Y,31,23,0,P,0,Y,Y,Y,Y,0,807,0,Y,N,0,LINDOMAR B FREITAS,HELENA I ALVES,N,N,226,0,0,N,0
5442,6,F,C,38,0,,Y,24,18,0,P,12,Y,Y,N,Y,36,717,6000,Y,N,0,IVONIA GOUVEA N SOUZA,IVONILDE GOUVEA NOVAIS,N,N,1800,0,0,N,0
5443,24,M,C,36,0,,Y,31,20,0,P,240,Y,Y,Y,Y,120,312,0,Y,N,0,SIDNEY,DAYSE,N,N,800,0,0,N,1
5446,3,F,V,51,0,,Y,31,8,0,P,48,Y,Y,N,Y,48,704,0,Y,N,0,MARIA,ABILIO,N,N,873,0,0,N,0
5448,20,F,S,21,0,,Y,31,28,0,P,252,Y,Y,N,Y,84,950,0,Y,N,0,PABLO,CAMILA,N,N,390,0,0,N,1
5449,25,F,S,18,0,,Y,31,12,0,P,216,Y,Y,N,Y,12,654,0,Y,N,0,LIDIA,ARLETE,N,N,320,0,0,N,1
5450,9,M,C,23,0,,Y,5,8,0,P,12,Y,Y,N,Y,24,305,0,Y,N,0,MIRIAM,RAFAEL,N,N,302,0,0,N,0
5451,25,F,S,41,0,,Y,31,20,0,C,372,Y,Y,N,Y,12,999,0,Y,N,0,MARIA LURDES AMIGA,LAURA,N,N,600,0,0,N,0
5452,10,F,D,42,0,,Y,31,12,0,P,240,Y,N,Y,Y,12,999,0,Y,N,0,FRANCISCA CRISTOVAO,TANIA REGINA,N,N,202,0,0,N,1
5453,13,M,S,23,0,,Y,31,12,0,P,180,Y,Y,N,Y,48,514,0,Y,N,0,CARLOS SILVA,LUIS ANTONIO,N,N,950,0,0,N,0
5454,12,F,C,31,0,,Y,31,20,0,P,72,Y,Y,N,Y,36,950,0,Y,N,0,DIONE RODRIGUES,PAULA,N,N,256,0,0,N,0
5455,1,M,S,33,0,,Y,31,8,0,P,60,Y,Y,Y,Y,156,514,0,Y,N,0,MARIA CONCEICAO PINTO,STAMIA,N,N,1263,0,0,N,1
5456,3,M,S,20,0,,Y,50,28,0,A,36,Y,Y,Y,Y,60,78,0,Y,N,0,CELEDIR,DANIELE,N,N,276,0,0,N,0
5458,25,F,C,45,0,,Y,50,18,0,P,180,Y,Y,N,Y,0,950,0,Y,N,0,JAQUELINE,ELIANE,N,N,850,0,0,N,0
5459,21,F,D,57,0,,Y,31,8,0,P,36,Y,Y,N,Y,0,13,0,Y,N,0,ANGELA,NADIA,N,N,1721,0,0,N,0
5461,16,M,C,26,0,,Y,31,12,0,P,60,Y,Y,Y,Y,36,950,0,Y,N,0,VANESSA DIAS ( CONCUNHADA,SRA MEIRE ( AMIGA ),N,N,515,0,0,N,0
5462,25,F,O,43,0,,Y,31,25,0,P,516,Y,Y,N,Y,192,950,0,Y,N,0,CRISTINA,ROZELIA,N,N,800,0,0,N,1
5463,25,F,S,25,0,,Y,31,18,0,A,0,Y,Y,Y,Y,12,654,0,Y,N,0,FATIMA,SONIA,N,N,380,0,0,N,0
5464,6,M,S,31,0,,N,50,20,0,P,120,Y,Y,Y,Y,12,855,0,Y,N,0,JORGE BASILIO,ADILSON BASILIO,N,N,205,0,0,N,0
5465,25,F,S,23,0,,Y,31,18,0,P,276,Y,Y,Y,Y,276,213,0,Y,N,0,GELSONITA,EDNA,N,N,230,0,0,N,0
5466,11,M,S,30,0,,Y,31,3,0,P,72,Y,Y,Y,Y,84,26,0,Y,N,0,JOSE EMERCIO,ELIEU SILVA,N,N,226,0,0,N,0
5467,20,F,V,62,0,,N,31,20,0,O,216,Y,Y,N,Y,0,13,0,Y,N,0,MARIA MARCIANA,MARIA DE LOURDES,N,N,500,0,0,N,0
5469,20,F,S,57,0,,Y,31,28,0,A,60,Y,Y,N,Y,48,703,0,Y,N,0,ALAIDE,ROSE,N,N,580,0,0,N,1
5470,23,F,S,52,0,,Y,31,18,0,P,240,Y,Y,Y,Y,0,703,0,Y,N,0,DEBORA,DENISE,N,N,360,0,0,N,0
5471,25,F,S,36,0,,Y,31,28,0,P,48,Y,Y,N,Y,72,950,0,Y,N,0,MARCIA,JULCILENE,N,N,500,0,0,N,1
5472,1,M,C,36,0,,N,50,12,0,P,36,Y,Y,N,Y,84,301,0,Y,N,0,ZELIA VIZINHA,ANA CLAUDIA,N,N,443,0,0,N,0
5475,10,F,D,61,0,,Y,31,12,0,A,12,Y,Y,N,Y,252,704,0,Y,N,0,PAULO CESAR,MARLINDA,N,N,319,0,0,N,1
5476,15,F,S,26,0,,Y,31,12,0,P,12,Y,Y,N,Y,0,999,0,Y,N,0,SUZI,LUCEIA,N,N,0,0,0,N,0
5477,23,M,S,20,0,,Y,31,3,0,C,240,N,Y,N,Y,96,703,0,Y,N,0,ADRIANO,VIVIANE,N,N,449,0,0,N,0
5478,17,F,D,48,0,,Y,31,25,0,P,24,Y,Y,Y,Y,24,999,0,Y,N,0,DONA EDNA,SANDRA,N,N,980,0,0,N,0
5479,21,F,S,46,0,,Y,31,12,0,O,48,Y,Y,Y,Y,36,60,0,Y,N,0,MARIA DE FATIMA,VERIDIANA,N,N,385,0,1,N,0
5480,16,M,S,48,0,,N,50,20,0,P,180,Y,N,Y,Y,132,167,0,Y,N,0,ARLI ALVES (VIZINHO),ISMAEL (AMIGO),N,N,1043,0,0,N,1
5481,25,M,S,18,0,,N,50,12,0,C,120,Y,Y,N,Y,0,864,0,Y,N,0,MARISETI,SIMONE,N,N,240,0,0,N,0
5482,15,M,C,35,0,,Y,31,12,0,A,24,Y,Y,Y,Y,24,999,0,Y,N,0,ALBA,LEILA,N,N,534,0,0,N,0
5483,15,M,C,29,0,,Y,31,3,0,P,72,Y,Y,N,N,72,38,0,Y,N,0,LIZETH,DEISE,N,N,1000,0,0,N,0
5484,18,F,C,54,0,,Y,23,18,0,A,48,Y,Y,Y,Y,12,717,0,Y,N,0,SONIA,ANTONIETA,N,N,1500,0,0,N,1
5485,3,M,C,43,0,,Y,31,8,0,P,252,Y,Y,N,Y,24,706,800,Y,N,0,SANDRA,MARIA DO SOCORRO,N,N,800,0,0,N,0
5486,22,M,C,20,0,,Y,31,18,0,P,36,Y,N,N,Y,12,522,0,Y,N,0,VERONICA,MARIA,N,N,500,0,0,N,1
5488,55,F,C,30,0,,Y,31,12,0,P,0,Y,Y,N,Y,12,131,0,Y,N,0,MICHELE,MARLENE,N,N,400,0,0,N,0
5489,5,F,V,35,0,,N,50,12,0,P,120,Y,Y,N,Y,0,703,0,Y,N,0,LAZARA HELENA SILVA GUEDE,,N,N,300,0,0,N,1
5490,20,F,C,34,0,,Y,31,8,0,A,36,Y,Y,N,Y,24,999,0,Y,N,0,CLAUDIA,MARIA JOSE,N,N,850,0,0,N,1
5491,19,F,V,42,0,,Y,31,18,0,P,240,Y,Y,Y,Y,12,950,0,Y,N,0,JOSE GERALDO TEIXEIRA,NEDIA,N,N,500,0,0,N,0
5492,22,M,C,38,0,,Y,31,8,0,P,108,Y,Y,N,Y,60,132,0,Y,N,0,JANETE,JANICE,N,N,773,0,1,N,0
5493,22,F,S,32,0,,N,50,28,0,P,168,Y,Y,N,Y,48,501,0,Y,N,0,HELENA,MARTA,N,N,400,0,0,N,0
5494,2,F,D,56,0,,Y,31,25,0,P,120,Y,Y,N,Y,240,853,0,Y,N,0,THETYS BARRETO BARWICK,HAZEL,N,N,1200,0,0,N,0
5495,14,M,S,19,0,,N,31,1,0,O,228,Y,Y,N,Y,36,855,0,Y,N,0,GUIOMAR,SELMA,N,N,400,0,0,N,0
5496,25,F,S,58,0,,N,50,25,0,P,300,Y,Y,N,Y,252,13,0,Y,N,0,SANDRA,CLAUDIA,N,N,202,0,0,N,1
5498,9,M,C,33,0,,Y,5,23,0,P,144,Y,Y,N,Y,60,999,355,Y,N,0,LISANDRA AP CANELA,MARLUCIA DE MORAIS,N,N,770,0,1,N,0
5499,24,M,C,62,0,,Y,31,28,0,P,132,Y,Y,N,Y,96,13,0,Y,N,0,LEA,JOAO,N,N,2388,0,2,N,0
5500,15,F,S,26,0,,Y,31,8,0,A,12,Y,Y,Y,Y,12,24,0,Y,N,0,AIALA,ANA RITA,N,N,420,0,0,N,0
5501,9,F,S,21,0,,Y,5,3,0,C,180,Y,Y,N,Y,0,512,0,Y,N,0,GLAUCE,FLAVIA,N,N,745,0,0,N,0
5502,10,F,S,22,0,,N,50,12,0,P,12,Y,Y,N,Y,0,950,0,Y,N,0,MARLENE PORTO,CARLA OU LUCIO,N,N,270,0,0,N,0
5503,12,M,S,25,0,,Y,31,8,0,P,120,Y,Y,N,Y,0,508,0,Y,N,0,SULA,CLAUDIA,N,N,500,0,0,N,0
5505,3,M,S,18,0,,Y,31,20,0,P,204,Y,Y,Y,Y,24,504,0,Y,N,0,JOSI,CASSIA,N,N,180,0,0,N,1
5506,15,F,S,27,0,,Y,31,8,0,P,12,Y,N,Y,Y,24,999,0,Y,N,0,VIVIANE,MARCO ANTONIO,N,N,260,0,0,N,0
5507,22,M,C,31,0,,N,50,20,0,P,336,Y,Y,N,Y,276,999,0,Y,N,0,MARLY,MARINETE,N,N,480,0,0,N,1
5509,12,M,S,19,0,,Y,31,8,0,C,132,Y,Y,N,Y,24,999,0,Y,N,0,MARILDA,EDNA,N,N,250,0,0,N,0
5510,1,F,S,22,0,,Y,50,12,0,P,24,Y,Y,N,Y,12,254,0,Y,N,0,ELIZABETH,LUIS EUGENIO /MARIA DO CA,N,N,1416,0,0,N,0
5511,23,F,S,24,0,,Y,31,8,0,P,180,Y,Y,N,Y,0,950,0,Y,N,0,BETA,CATIA,N,N,300,0,0,N,0
5512,25,F,S,25,0,,Y,50,1,0,P,156,Y,Y,Y,Y,12,853,0,Y,N,0,DELCI,ADRIANA,N,N,600,0,0,N,0
5513,10,F,C,46,0,,Y,31,20,0,P,216,Y,Y,N,Y,0,950,0,Y,N,0,MIRIAM CAVALCANTE,ELIETE,N,N,200,0,0,N,0
5514,10,F,C,35,0,,Y,31,8,0,P,12,N,Y,N,Y,0,100,0,Y,N,0,TEREZA,VIOLETA,N,N,270,0,0,N,0
5517,3,F,S,20,0,,Y,31,12,0,P,108,Y,Y,Y,Y,12,999,0,Y,N,0,KELLY,JULIANA,N,N,290,0,0,N,0
5519,12,M,S,42,0,,N,31,12,0,P,240,Y,Y,N,Y,0,30,0,Y,N,0,OSCARINA MARIANO,NEIDE,N,N,425,0,0,N,0
5520,22,M,S,18,0,,N,50,25,0,C,120,Y,Y,Y,Y,12,999,0,Y,N,0,JOANA,LINDA,N,N,358,0,0,N,1
5522,55,F,S,35,0,,N,31,28,0,P,360,Y,Y,Y,Y,180,999,0,Y,N,0,GILDETE,GERALDO,N,N,600,0,0,N,0
5523,3,F,S,47,0,,Y,31,8,0,A,156,Y,Y,N,Y,24,113,0,Y,N,0,NILDA,MARIA ARLINDA,N,N,900,0,0,N,0
5524,5,F,S,19,0,,Y,24,12,0,P,60,Y,Y,Y,Y,0,39,0,Y,N,0,NATA LIA R XAVIER,,N,N,180,0,0,N,0
5525,23,F,S,36,0,,Y,31,8,0,P,204,Y,Y,N,Y,48,713,0,Y,N,0,ELIANE PENNA CORREA,TANIA MARIA R BASTOS,N,N,1341,0,2,N,0
5527,23,M,S,20,0,,Y,31,12,2,P,12,Y,Y,Y,Y,12,218,0,Y,N,0,SONJA,RICARDO,N,N,206,0,0,N,0
5528,25,F,S,20,0,,Y,31,20,0,P,240,Y,Y,N,Y,0,801,0,Y,N,0,SONIA,LILIAN,N,N,462,0,0,N,0
5529,55,F,V,43,0,,Y,31,8,0,P,120,Y,Y,N,Y,96,950,0,Y,N,0,EDILEIA (CUMADRE),FATIMA (CONHECIDA),N,N,350,0,0,N,0
5530,13,F,S,32,0,,Y,50,18,0,P,120,Y,Y,N,Y,0,165,0,Y,N,0,MARCOS / NEIDE,CELINA,N,N,300,0,0,N,1
5531,15,F,V,66,0,,Y,31,8,0,P,180,Y,Y,Y,Y,240,999,0,Y,N,0,NADIR MARIA,ALDA,N,N,1178,0,0,N,0
5532,25,F,C,41,0,,Y,31,25,0,P,24,Y,Y,N,Y,48,950,0,Y,N,0,JACI,LURDES,N,N,800,0,0,N,0
5533,9,M,C,48,0,,Y,5,12,0,P,144,Y,Y,N,Y,252,264,0,Y,N,0,KELSON A CASSIANO   GENRO,ANDERSON/ ADELAIDE,N,N,527,0,1,N,0
5534,3,F,S,21,0,,Y,31,8,0,P,12,Y,Y,N,Y,12,32,0,Y,N,0,CENIRA,CARLA,N,N,200,0,0,N,0
5535,5,F,S,32,0,,Y,5,8,0,C,60,Y,Y,N,Y,0,131,0,Y,N,0,GILNEY ARRUDA MORAES,,N,N,180,0,0,N,0
5537,25,F,S,42,0,,Y,31,8,0,A,24,Y,Y,N,Y,60,102,0,Y,N,0,ARMINDA OU DALVA,ROSA,N,N,1000,0,0,N,0
5539,22,M,S,27,0,,Y,31,8,0,P,60,Y,Y,N,Y,24,522,0,Y,N,0,SANDRA,,N,N,432,0,1,N,0
5542,9,F,V,30,0,,Y,5,12,0,A,24,Y,Y,N,Y,84,110,0,Y,N,0,CELINA,DEUSINETE    IRMA,N,N,400,0,0,N,0
5543,24,F,C,44,0,,N,50,12,0,P,480,Y,Y,N,Y,60,950,0,Y,N,0,EDNA,AUREA OU ELZA,N,N,600,0,0,N,0
5544,3,M,S,22,0,,Y,31,8,0,A,36,Y,Y,N,Y,48,505,0,Y,N,0,JOICE,OLGA,N,N,712,0,0,N,0
5546,14,M,S,21,0,,Y,31,23,3,A,12,Y,Y,Y,Y,36,950,0,Y,N,0,JOSE,APARECIDA,N,N,500,0,0,N,0
5548,8,F,S,32,0,,Y,23,12,0,P,60,Y,Y,N,Y,24,950,0,Y,N,0,RENATA GUIMARAES,CARLOS,N,N,1500,0,0,N,0
5549,15,F,V,57,0,,Y,31,28,0,P,360,Y,N,Y,Y,204,525,0,Y,N,0,MARIA,ANA ROSA GOMES,N,N,265,0,0,N,0
5550,22,M,S,38,0,,N,50,8,0,P,456,Y,Y,Y,Y,12,26,0,Y,N,0,LENA,LEDA,N,N,324,0,0,N,0
5551,21,F,D,61,0,,Y,31,28,0,P,456,Y,Y,Y,Y,300,99,0,Y,N,0,IVONE,SONIA,N,N,4685,0,0,N,0
5552,55,F,C,33,0,,Y,31,28,0,A,24,Y,Y,N,Y,24,131,0,Y,N,0,NEUZA / ELIETE 25601744,ANA CECILIA,N,N,300,0,0,N,0
5553,55,F,S,26,0,,N,31,20,0,C,312,Y,Y,Y,Y,24,205,0,Y,N,0,SANDRA /SOGRA,CRISTINA,N,N,300,0,0,N,0
5554,12,M,S,21,0,,Y,31,8,3,C,12,Y,Y,N,Y,0,992,0,Y,N,0,FLAVIA,VALERIA DA SILVA,N,N,265,0,0,N,0
5555,25,F,S,35,0,,Y,31,20,0,P,360,Y,Y,N,Y,84,165,0,Y,N,0,APARECIDA,VALERIA,N,N,900,0,0,N,0
5556,25,M,S,43,0,,Y,31,12,0,P,480,Y,Y,Y,Y,0,265,0,Y,N,0,CARLOS OU FLAVIA,GRACA,N,N,688,0,0,N,0
5557,15,F,C,38,0,,Y,31,28,0,P,120,Y,Y,N,Y,12,999,0,Y,N,0,EUNICE,GRAÇA,N,N,200,0,0,N,0
5558,55,M,S,19,0,,N,31,20,0,P,24,Y,Y,N,Y,0,26,0,Y,N,0,JUDITE OU ROSANE,LEONARDO,N,N,200,0,0,N,0
5559,4,F,D,47,0,,Y,31,12,0,O,300,Y,Y,Y,Y,300,150,0,Y,N,0,SONIA MARIA ROBOREDO,JANE,N,N,276,0,0,N,1
5560,25,F,S,28,0,,Y,50,8,0,P,324,Y,Y,N,Y,180,131,0,Y,N,0,MARCELE,RAQUEL,N,N,800,0,0,N,0
5561,13,M,S,27,0,,Y,31,12,0,P,60,Y,Y,N,Y,36,202,0,Y,N,0,MARIA APARECIDA,BRAULIO,N,N,575,0,0,N,0
5562,1,M,S,46,0,,Y,31,18,0,P,288,Y,N,Y,Y,12,953,0,Y,N,0,MARIA,ZILAMA,N,N,404,0,0,N,1
5563,19,F,C,36,0,,Y,31,25,0,P,300,Y,Y,N,Y,0,999,0,Y,N,0,MARIA DO SOCORRO,BETANIA,N,N,500,0,0,N,1
5564,25,M,C,36,0,,Y,31,8,0,P,60,Y,Y,N,Y,12,707,0,Y,N,0,ELZA,SEVERINA,N,N,320,0,0,N,0
5565,9,M,C,20,0,,Y,5,12,0,P,240,Y,Y,N,Y,12,40,0,Y,N,0,EDNEIA,ROBERTO,N,N,510,0,0,N,0
5566,25,F,C,46,0,,Y,31,3,0,P,360,Y,Y,Y,Y,276,999,0,Y,N,0,LUIS E PATRICIA,IRIS,N,N,1100,0,0,N,0
5567,55,F,S,18,0,,Y,50,8,0,P,120,Y,Y,N,Y,12,131,0,Y,N,0,RUTH  AV,ROSANGELA,N,N,350,0,0,N,0
5568,5,F,S,19,0,,Y,5,1,0,C,48,Y,Y,Y,Y,0,60,0,Y,N,0,JOSIVANI MACHADO,,N,N,180,0,0,N,0
5570,25,F,C,28,0,,N,31,12,0,P,240,Y,Y,Y,Y,24,999,0,Y,N,0,TEREZINHA,,N,N,250,0,0,N,0
5572,18,F,V,68,0,,Y,23,18,0,A,48,Y,Y,N,Y,0,13,0,Y,N,0,SAGERA DE CASSIA,MARIADAS GRAÇAS,N,N,448,0,0,N,0
5573,1,F,S,40,0,,N,50,18,0,P,180,Y,Y,Y,Y,204,713,0,Y,N,0,VANIA,,N,N,1283,0,0,N,0
5574,23,M,C,49,0,,Y,31,20,0,P,480,Y,Y,Y,Y,12,521,0,Y,N,0,SONIA,SEBASTIAO,N,N,597,0,0,N,0
5575,2,M,C,32,0,,Y,31,18,0,P,384,Y,Y,Y,Y,36,113,0,Y,N,0,ROGERIO,JOPRGE LUIZ FERREIRA,N,N,600,0,0,N,0
5576,55,F,S,33,0,,Y,31,12,0,P,60,Y,Y,N,Y,36,654,0,Y,N,0,ADIANA-AMIGA,RAFAEL -TIO,N,N,270,0,0,N,0
5577,19,F,S,18,0,,Y,31,20,0,P,216,Y,Y,N,Y,0,999,0,Y,N,0,ALINE SANTOS PAMPLONA,LIDIA,N,N,500,0,0,N,0
5578,55,F,S,46,0,,N,31,20,0,P,480,Y,Y,Y,Y,288,999,0,Y,N,0,VALERIA-AMIGA,JORGE-ANGELA,N,N,433,0,0,N,0
5579,16,M,S,31,0,,N,31,25,0,P,240,Y,Y,N,Y,12,999,0,Y,N,0,DALVA ( SOGRA ),MARINETH ( CUNHADA ),N,N,698,0,1,N,0
5580,24,F,O,26,0,,Y,50,12,0,P,312,Y,Y,N,Y,24,159,0,Y,N,0,SONIA,LEDA,N,N,800,0,0,N,0
5582,4,F,C,58,0,,Y,31,12,0,P,324,Y,Y,N,Y,0,13,0,Y,N,0,AZURITA MOREIRA GOMES,SONIA WELGA GONCALVES,N,N,1358,0,0,N,0
5583,22,F,C,39,0,,N,50,3,0,P,312,Y,Y,N,Y,12,79,0,Y,N,0,MARIA DE FATIMA,,N,N,458,0,0,N,1
5584,25,F,S,35,0,,Y,31,8,0,C,420,Y,Y,N,Y,48,654,0,Y,N,0,JANAINA,SIMONE,N,N,400,0,0,N,0
5585,55,F,C,42,0,,Y,31,12,0,A,36,Y,Y,Y,Y,0,123,0,Y,N,0,VALERIA (AMIGA),NELCI (AMIGA),N,N,350,0,0,N,0
5586,7,M,S,41,0,,Y,5,12,0,P,360,Y,Y,N,Y,252,521,0,Y,N,0,OSCAR SAMPAIO,LAURA SAMPAIO,N,N,1200,0,0,N,0
5587,25,F,S,23,0,,Y,31,18,0,C,24,Y,Y,Y,Y,48,801,0,Y,N,0,DANIELE,CARLA,N,N,260,0,0,N,0
5588,9,M,C,28,0,,Y,5,18,0,P,12,Y,Y,Y,Y,12,139,0,Y,N,0,RONARIO DE SOUZA SILVA,CLODOALDO F DA SILVA,N,N,550,0,1,N,0
5589,55,F,C,53,0,,Y,31,8,0,P,312,Y,Y,N,Y,396,131,0,Y,N,0,MARIA LUCINETE-AMIGA,PEDRO-SOBRINHO,N,N,250,0,0,N,0
5591,2,M,C,39,0,,Y,31,20,0,P,456,Y,Y,Y,Y,192,863,0,Y,N,0,ALMERINDA ROSA PEREIRA,FERNANDES ROSA PEREIRA,N,N,1100,0,0,N,0
5592,11,M,C,40,0,,Y,31,18,0,P,96,Y,Y,Y,Y,12,79,0,Y,N,0,JUSSARA DAMIANA,SOLANGE,N,N,600,0,0,N,0
5593,24,F,C,52,0,,Y,31,18,0,P,180,Y,Y,N,Y,0,100,0,Y,N,0,ALN OU ELIANE,CLEA OU PAULO,N,N,500,0,0,N,0
5595,3,M,C,26,0,,Y,31,8,0,P,36,Y,Y,N,Y,24,39,0,Y,N,0,D NOEMIA,NOEMIA,N,N,300,0,0,N,0
5596,25,M,C,63,0,,Y,50,12,0,P,324,Y,N,N,Y,96,13,0,Y,N,0,LUIZ ANTONIO,ANDRE,N,N,2759,0,0,N,0
5597,23,F,C,40,0,,Y,31,8,0,P,120,Y,Y,N,Y,0,720,2000,Y,N,0,CARMEM LUCIA,CESAR,N,N,0,0,2,N,0
5598,22,M,C,22,0,,Y,31,11,0,P,264,Y,Y,N,Y,12,39,0,Y,N,0,VALERIA,CARLOS,N,N,319,0,0,N,0
5600,19,F,S,32,0,,Y,31,20,0,P,36,Y,Y,Y,Y,0,999,0,Y,N,0,MARLENE SILVA SANTANA,ROBSON,N,N,300,0,0,N,0
5601,25,M,S,26,0,,Y,31,8,0,P,156,Y,Y,Y,Y,0,905,0,Y,N,0,ANGELA,VERA,N,N,600,0,0,N,0
5604,23,F,C,33,0,,Y,31,12,0,P,48,Y,Y,N,Y,216,950,0,Y,N,0,SIMONE,MARILANDI,N,N,600,0,0,N,0
5605,24,F,S,51,0,,Y,31,12,0,A,336,Y,Y,N,Y,60,13,0,Y,N,0,MARIA DA GLORIA,ANTONIO,N,N,1354,0,1,N,0
5607,17,F,S,39,0,,Y,31,12,0,P,468,Y,Y,N,Y,24,999,0,Y,N,0,DONA RAIMUNDA,DONA VERA,N,N,788,0,0,N,0
5608,13,M,S,20,0,,Y,31,12,0,P,96,Y,Y,Y,Y,12,514,0,Y,N,0,PRISCILA,ELIANE,N,N,750,0,1,N,0
5609,3,F,S,37,0,,Y,31,25,0,P,204,Y,Y,N,Y,60,950,0,Y,N,0,KATIA,ANA CLAUDIA,N,N,1000,0,0,N,0
5610,22,F,C,32,0,,Y,50,12,0,P,120,Y,Y,Y,Y,168,210,0,Y,N,0,CARLA,AMALIA,N,N,1232,0,0,N,0
5611,24,M,C,47,0,,Y,31,12,0,P,264,Y,N,Y,Y,12,508,0,Y,N,0,LUIZ,AMANDA,N,N,1000,0,1,N,0
5613,25,F,S,22,0,,Y,31,12,0,C,216,Y,Y,N,Y,24,731,0,Y,N,0,CRISTINA,RICARDO,N,N,800,0,0,N,0
5614,25,F,C,49,0,,Y,50,25,0,P,240,Y,Y,Y,Y,300,999,0,Y,N,0,CERES,LEONARDO,N,N,1000,0,0,N,0
5615,24,M,C,46,0,,N,50,8,0,A,12,Y,Y,Y,Y,12,39,0,Y,N,0,ENONELIA,ROSEMERE,N,N,219,0,0,N,1
5616,19,F,C,47,0,,N,50,12,0,P,180,Y,Y,N,Y,0,999,0,Y,N,0,JUSSARA SANTOS SILVA,JAIRO,N,N,500,0,0,N,0
5617,2,M,C,67,0,,N,50,18,0,P,120,Y,Y,N,Y,216,79,0,Y,N,0,THAIS AMARAL RODRIGUES,,N,N,900,0,0,N,0
5619,19,F,C,40,0,,Y,31,8,0,P,180,Y,Y,N,Y,0,999,0,Y,N,0,MARIA ANTONIA,MARIA ACEOLINA,N,N,500,0,0,N,0
5620,55,F,C,41,0,,Y,50,28,0,P,84,Y,Y,Y,Y,12,717,0,Y,N,0,EDMILSON,EDLAINE,N,N,2000,0,0,N,0
5621,96,M,C,52,0,,Y,50,8,0,A,204,Y,Y,N,Y,0,13,0,Y,N,0,ELIANA,JUSSARA,N,N,460,0,0,N,1
5622,1,F,C,49,0,,Y,31,8,0,P,120,Y,Y,N,Y,24,402,0,Y,N,0,FRANCISCA (MÃE),IRACILDA,N,N,1849,0,0,N,0
5623,22,F,C,28,0,,N,50,18,0,P,60,Y,Y,N,Y,24,950,0,Y,N,0,ANDREA,,N,N,300,0,0,N,1
5626,19,F,S,22,0,,Y,31,8,0,P,96,Y,Y,N,Y,12,999,0,Y,N,0,ALAIDE SOUZA MOTTA,ELISABETH,N,N,250,0,0,N,0
5627,15,F,S,19,0,,Y,50,8,0,P,228,Y,Y,N,Y,0,999,0,Y,N,0,MATILDE,CIDA,N,N,0,0,0,N,0
5628,15,F,S,26,0,,Y,31,23,0,P,48,Y,Y,N,Y,0,999,0,Y,N,0,FATIMA,MARGARIDA,N,N,0,0,0,N,0
5630,22,F,C,42,0,,Y,50,1,0,P,204,Y,Y,N,Y,72,950,0,Y,N,0,SEBASTIAO,NICIEA,N,N,800,0,0,N,0
5631,25,F,C,31,0,,Y,31,18,0,P,48,Y,Y,N,Y,24,501,0,Y,N,0,MARLY,LIZETE,N,N,200,0,0,N,0
5632,24,F,C,29,0,,Y,50,8,0,P,180,Y,Y,N,Y,180,950,0,Y,N,0,MARIA,MARIA,N,N,1200,0,0,N,1
5633,4,F,O,22,0,,Y,31,8,0,P,12,Y,Y,Y,Y,12,853,0,Y,N,0,MARCIA,ANA CRISTINA TEIXEIRA,N,N,411,0,0,N,1
5634,5,F,S,20,0,,N,50,18,0,C,120,Y,Y,Y,Y,24,205,0,Y,N,0,MARIA GUEDES,,N,N,180,0,0,N,1
